isTemporary,namespace,viewName
false,donus_kitchen_core,vw_conciliacao_ze_delivery
false,donus_kitchen_core,vw_core_net_revenue
false,donus_kitchen_core,vw_daily_freq_pos_adiq
false,donus_kitchen_core,vw_debit_card_funnel
false,donus_kitchen_core,vw_debit_card_funnel_requisitados
false,donus_kitchen_core,vw_debit_card_funnel_safra
false,donus_kitchen_core,vw_debit_card_funnel_tentativa
false,donus_kitchen_core,vw_debit_card_funnel1
false,donus_kitchen_core,vw_debit_transaction_details
false,donus_kitchen_core,vw_estudo_churn_pos_recarga
false,donus_kitchen_core,vw_gateway_bees
false,donus_kitchen_core,vw_gpg_bees_ecommerce
false,donus_kitchen_core,vw_gpg_ecommerce
false,donus_kitchen_core,vw_help_optin
false,donus_kitchen_core,vw_histograma
false,donus_kitchen_core,vw_histograma_abril
false,donus_kitchen_core,vw_histograma_marco
false,donus_kitchen_core,vw_last_date_pos_adiq
